credit_id,customer_id,credit_type,principal_amount,outstanding_balance,interest_rate,disbursement_date,maturity_date,collectibility,branch_code,status
15857,5455,Credit Card,16514574,10915436,22.2,2021-09-20,2028-05-30,CURRENT,SMG01,ACTIVE
15858,9651,Working Capital,2107261589,1505392475,11.49,2025-01-11,2029-04-14,CURRENT,MDN01,ACTIVE
15859,7217,Credit Card,50905896,37364638,21.55,2024-02-10,2026-10-13,CURRENT,SMG01,ACTIVE
15860,3965,Credit Card,54390263,16741550,20.1,2022-07-01,2027-04-10,CURRENT,SMG01,ACTIVE
15861,5905,Working Capital,424581222,249790080,9.71,2024-11-18,2027-05-13,CURRENT,JKT01,ACTIVE
15862,9375,Credit Card,32654072,23717520,19.11,2021-01-10,2026-05-31,CURRENT,SBY01,ACTIVE
15863,5518,Auto Loan,193381404,145078688,7.81,2017-09-23,2027-07-05,CURRENT,SMG01,ACTIVE
15864,6893,Personal Loan,97543184,59552277,13.97,2023-06-27,2030-07-21,CURRENT,JKT01,ACTIVE
15865,646,Personal Loan,104159157,52206957,15.12,2016-10-25,2026-12-12,SPECIAL_MENTION,JKT02,RESTRUCTURED
15866,6708,Mortgage,1513043021,24398905,9.58,2023-08-16,2026-01-16,CURRENT,YGY01,CLOSED
15867,8460,Mortgage,328707656,230778426,7.37,2016-11-10,2026-06-22,CURRENT,SMG01,ACTIVE
15868,6615,Credit Card,32877408,21391452,21.18,2020-02-21,2028-01-27,CURRENT,YGY01,ACTIVE
15869,1615,Working Capital,1136026736,397311859,11.2,2025-02-05,2030-07-07,CURRENT,YGY01,ACTIVE
15870,4023,Credit Card,70319755,36439252,22.91,2022-04-17,2028-04-14,CURRENT,SMG01,ACTIVE
15871,7913,Auto Loan,288202023,116665021,8.68,2016-05-05,2026-08-22,CURRENT,SBY01,ACTIVE
15872,9864,Auto Loan,409760371,7520880,9.55,2016-11-30,2021-09-02,CURRENT,YGY01,CLOSED
15873,9123,Personal Loan,98446977,66746688,13.67,2017-08-11,2026-10-26,SPECIAL_MENTION,MDN01,ACTIVE
15874,5274,Credit Card,70690210,27010069,22.95,2018-04-18,2028-06-20,CURRENT,YGY01,ACTIVE
15875,5434,Mortgage,749529868,322431242,5.81,2024-08-03,2031-02-28,CURRENT,SBY01,ACTIVE
15876,9867,Credit Card,94141651,66469751,22.6,2020-06-14,2027-03-30,CURRENT,BDG01,ACTIVE
15877,5835,Auto Loan,368465637,156485135,5.42,2018-12-16,2027-02-18,SUBSTANDARD,SMG01,ACTIVE
15878,1659,Personal Loan,159856888,87440519,12.0,2021-06-17,2029-05-09,SPECIAL_MENTION,JKT02,RESTRUCTURED
15879,1723,Mortgage,1440949595,581318354,8.39,2017-12-23,2028-05-27,CURRENT,SBY01,ACTIVE
15880,8605,Credit Card,166453069,151557766,19.11,2021-10-10,2028-05-28,CURRENT,BDG01,ACTIVE
15881,4487,Working Capital,2468523066,1163922356,10.01,2017-03-09,2027-03-17,CURRENT,SBY01,ACTIVE
15882,3460,Auto Loan,233760048,99255125,5.66,2023-12-11,2031-09-01,CURRENT,YGY01,ACTIVE
15883,3731,Personal Loan,120289197,77658097,14.87,2023-01-21,2029-07-11,SPECIAL_MENTION,JKT02,ACTIVE
15884,1018,Personal Loan,103763722,35317264,12.72,2024-03-06,2031-07-30,SPECIAL_MENTION,JKT01,RESTRUCTURED
15885,1050,Working Capital,576087734,436876553,9.69,2021-07-25,2026-05-13,CURRENT,SBY01,ACTIVE
15886,3759,Credit Card,163558544,116904484,18.49,2018-12-22,2027-09-01,SUBSTANDARD,BDG01,ACTIVE
15887,6805,Working Capital,1106425310,17848333,12.03,2024-01-11,2026-02-16,CURRENT,JKT02,CLOSED
15888,2072,Working Capital,531128577,321256595,11.91,2023-10-29,2027-06-26,CURRENT,YGY01,ACTIVE
15889,7648,Working Capital,499231763,441258878,11.4,2018-04-01,2028-02-22,CURRENT,JKT02,ACTIVE
15890,9637,Mortgage,808699123,605435474,9.63,2017-12-28,2034-05-24,SUBSTANDARD,SMG01,RESTRUCTURED
15891,5217,Credit Card,74259311,1170560,18.04,2025-12-01,2026-01-01,CURRENT,JKT01,CLOSED
15892,3510,Auto Loan,317679480,233878749,11.39,2016-01-19,2027-10-06,CURRENT,JKT01,ACTIVE
15893,3908,Credit Card,45832423,25799011,23.31,2020-06-21,2027-05-08,CURRENT,YGY01,ACTIVE
15894,8458,Credit Card,25510226,17279146,24.02,2019-03-12,2028-01-13,CURRENT,YGY01,ACTIVE
15895,6886,Auto Loan,404780009,3287308,6.14,2017-04-03,2024-07-15,CURRENT,JKT01,CLOSED
15896,4371,Personal Loan,90947986,61962613,15.43,2017-03-31,2028-08-21,CURRENT,JKT01,ACTIVE
15897,51,Credit Card,51991614,64993,22.04,2016-06-30,2019-10-26,CURRENT,YGY01,CLOSED
15898,9779,Credit Card,20759362,17366984,22.89,2019-07-14,2027-01-22,CURRENT,JKT02,ACTIVE
15899,815,Working Capital,2292888381,2028052688,8.59,2019-11-09,2026-09-17,CURRENT,BDG01,ACTIVE
15900,4435,Personal Loan,104888972,47022975,12.57,2019-05-17,2028-09-02,SPECIAL_MENTION,SMG01,RESTRUCTURED
15901,65,Personal Loan,170817089,567733,15.26,2024-08-11,2026-02-20,CURRENT,MDN01,CLOSED
15902,4560,Working Capital,438943945,293345126,12.84,2020-04-07,2028-01-01,SPECIAL_MENTION,BDG01,ACTIVE
15903,9031,Personal Loan,86393100,1200285,10.91,2020-06-05,2023-09-02,CURRENT,SMG01,CLOSED
15904,1941,Credit Card,13018055,4451589,21.79,2025-03-08,2030-02-13,CURRENT,JKT02,ACTIVE
15905,4807,Working Capital,1035616750,3038334,11.22,2018-03-04,2019-10-14,CURRENT,SBY01,CLOSED
15906,7280,Mortgage,1826720048,985819316,6.34,2016-03-27,2027-10-03,CURRENT,SBY01,ACTIVE
15907,1391,Working Capital,286149503,224741027,13.07,2017-05-24,2026-05-14,CURRENT,SBY01,ACTIVE
15908,3912,Mortgage,520590816,261249550,8.46,2021-01-13,2031-09-08,CURRENT,MDN01,ACTIVE
15909,1471,Personal Loan,90136094,1225431,11.86,2023-11-20,2025-12-12,CURRENT,JKT01,CLOSED
15910,8028,Mortgage,1609035379,1196705701,8.31,2020-09-08,2032-11-26,CURRENT,MDN01,ACTIVE
15911,6794,Working Capital,222479075,157159062,12.01,2025-12-14,2029-03-02,CURRENT,JKT01,ACTIVE
15912,379,Working Capital,279202201,91325760,11.41,2019-10-10,2027-12-21,CURRENT,JKT01,ACTIVE
15913,6237,Mortgage,1273536711,14087992,8.3,2022-10-02,2026-03-08,CURRENT,SMG01,CLOSED
15914,9479,Personal Loan,122425679,81012600,11.82,2025-03-14,2029-04-21,CURRENT,YGY01,ACTIVE
15915,9766,Credit Card,155826728,84790031,20.75,2025-11-24,2028-06-01,CURRENT,JKT01,ACTIVE
15916,9642,Mortgage,1091978126,18475608,5.68,2019-12-16,2025-12-12,CURRENT,BDG01,CLOSED
15917,7394,Credit Card,53717317,685149,18.29,2019-06-26,2021-07-20,CURRENT,JKT02,CLOSED
15918,5523,Working Capital,1121422776,869223249,9.27,2022-06-24,2027-12-13,CURRENT,MDN01,ACTIVE
15919,4526,Credit Card,172556233,103539824,19.18,2017-08-23,2027-11-04,CURRENT,JKT02,ACTIVE
15920,1418,Personal Loan,199184198,172795196,14.82,2022-09-05,2028-12-05,CURRENT,SMG01,ACTIVE
15921,4368,Personal Loan,94813239,63171329,10.92,2020-03-07,2028-08-26,SPECIAL_MENTION,SBY01,ACTIVE
15922,5394,Mortgage,902860337,2867712,7.93,2018-03-17,2026-01-30,CURRENT,SMG01,CLOSED
15923,6013,Personal Loan,67065178,56725696,14.12,2024-12-05,2029-08-28,CURRENT,JKT01,ACTIVE
15924,8269,Mortgage,854589965,774812312,9.67,2025-08-16,2030-10-11,CURRENT,YGY01,ACTIVE
15925,8225,Working Capital,1399217128,577659837,12.91,2017-03-10,2026-10-18,CURRENT,MDN01,ACTIVE
15926,6718,Credit Card,76843545,1773613,18.36,2019-08-15,2023-08-11,CURRENT,MDN01,CLOSED
15927,9495,Mortgage,1269717256,777683990,8.11,2019-01-28,2026-10-23,CURRENT,SBY01,ACTIVE
15928,2581,Personal Loan,110499544,69973494,11.13,2024-12-31,2031-05-29,CURRENT,YGY01,ACTIVE
15929,6423,Mortgage,722824054,573207618,9.1,2022-09-22,2039-06-02,CURRENT,SMG01,ACTIVE
15930,1553,Credit Card,90783001,33993607,19.22,2022-07-24,2027-09-18,CURRENT,MDN01,ACTIVE
15931,4356,Mortgage,654478320,614977508,9.24,2019-06-13,2029-01-03,CURRENT,BDG01,ACTIVE
15932,5154,Auto Loan,202533017,165619276,8.51,2024-07-03,2032-02-13,DOUBTFUL,SBY01,ACTIVE
15933,5437,Credit Card,37581321,24221489,22.13,2019-06-14,2026-09-27,CURRENT,JKT01,ACTIVE
15934,3756,Credit Card,61980858,1088928,23.17,2025-08-01,2025-12-08,CURRENT,JKT02,CLOSED
15935,6938,Credit Card,19362302,17522103,21.59,2019-11-29,2028-05-07,CURRENT,SMG01,ACTIVE
15936,7808,Personal Loan,128616082,51091859,15.69,2024-11-16,2027-03-31,CURRENT,BDG01,ACTIVE
15937,5331,Credit Card,12858776,6783761,19.19,2017-03-22,2027-11-12,SUBSTANDARD,MDN01,ACTIVE
15938,2792,Personal Loan,69694293,43653966,10.62,2023-11-05,2027-12-30,SPECIAL_MENTION,JKT02,ACTIVE
15939,6702,Mortgage,757343361,412526901,7.92,2025-11-30,2035-07-08,CURRENT,YGY01,ACTIVE
15940,8902,Working Capital,172847151,125916925,12.45,2023-06-04,2028-03-02,CURRENT,JKT02,ACTIVE
15941,641,Working Capital,1061209561,652180006,9.52,2022-10-13,2027-05-19,CURRENT,MDN01,ACTIVE
15942,4547,Personal Loan,146631777,89242,9.4,2016-05-06,2020-04-18,CURRENT,BDG01,CLOSED
15943,5352,Credit Card,195804825,105919324,17.74,2020-03-04,2028-01-03,CURRENT,JKT02,ACTIVE
15944,1065,Working Capital,715227919,460941405,10.92,2024-07-23,2030-09-16,CURRENT,SBY01,ACTIVE
15945,7532,Mortgage,782826621,531047269,9.77,2024-07-06,2040-02-12,CURRENT,SBY01,ACTIVE
15946,2863,Working Capital,1020155046,19264139,12.23,2019-07-17,2021-08-01,CURRENT,BDG01,CLOSED
15947,8900,Mortgage,536811916,431722021,10.27,2017-02-19,2029-07-11,CURRENT,YGY01,ACTIVE
15948,4438,Working Capital,454848665,379700133,8.03,2024-06-04,2029-07-24,CURRENT,JKT02,ACTIVE
15949,7855,Mortgage,781281659,260158481,9.06,2019-10-18,2031-08-14,CURRENT,MDN01,ACTIVE
15950,8876,Auto Loan,264460602,1665240,7.09,2025-02-22,2026-01-23,CURRENT,JKT01,CLOSED
15951,5236,Personal Loan,63888159,46852936,14.9,2018-03-29,2027-06-23,CURRENT,BDG01,ACTIVE
15952,3797,Personal Loan,51054188,35753855,9.17,2020-04-13,2027-04-02,CURRENT,BDG01,ACTIVE
15953,1957,Personal Loan,57466529,53526323,10.65,2019-08-01,2026-12-30,CURRENT,JKT01,ACTIVE
15954,5346,Credit Card,87239217,80087997,23.17,2022-04-21,2026-04-22,CURRENT,JKT01,ACTIVE
15955,1952,Mortgage,1343925154,610205400,6.57,2022-03-09,2029-12-14,CURRENT,YGY01,ACTIVE
15956,8061,Mortgage,1075774489,845482184,7.61,2021-10-29,2031-02-15,CURRENT,JKT01,ACTIVE
15957,3495,Auto Loan,413175090,250471248,7.88,2019-06-01,2027-04-04,CURRENT,JKT01,ACTIVE
15958,9917,Working Capital,845137584,446317867,11.0,2022-03-09,2027-01-01,CURRENT,JKT01,ACTIVE
15959,5916,Auto Loan,344995147,175400971,8.81,2023-12-26,2026-11-21,SPECIAL_MENTION,SMG01,ACTIVE
15960,7801,Auto Loan,247849099,168021049,8.51,2024-10-02,2028-05-05,CURRENT,SBY01,ACTIVE
15961,7484,Auto Loan,296302760,264254780,5.86,2019-07-19,2028-03-16,CURRENT,MDN01,ACTIVE
15962,559,Credit Card,73736042,63746864,23.35,2018-04-29,2027-05-17,SUBSTANDARD,YGY01,ACTIVE
15963,3980,Personal Loan,314721113,202995498,16.46,2019-01-19,2028-07-19,SPECIAL_MENTION,YGY01,ACTIVE
15964,6060,Auto Loan,424486041,351804216,10.02,2021-08-04,2026-07-21,CURRENT,BDG01,ACTIVE
15965,5424,Mortgage,430600537,289334367,6.38,2017-10-07,2028-03-04,SPECIAL_MENTION,SBY01,ACTIVE
15966,8742,Mortgage,1146454590,575785664,7.4,2025-12-04,2030-12-22,CURRENT,JKT02,ACTIVE
15967,7960,Mortgage,470833090,95613981,10.41,2017-11-17,2030-11-20,CURRENT,YGY01,ACTIVE
15968,2054,Personal Loan,131521656,96853258,13.24,2020-01-05,2028-01-05,CURRENT,SMG01,ACTIVE
15969,5938,Mortgage,1945489749,9535413,5.08,2020-05-11,2026-03-21,CURRENT,JKT02,CLOSED
15970,3896,Credit Card,44376608,21637806,19.81,2017-04-19,2027-05-18,CURRENT,JKT01,ACTIVE
15971,4739,Mortgage,852483920,441118451,7.77,2025-10-14,2036-01-10,CURRENT,JKT01,ACTIVE
15972,97,Credit Card,216917230,206308324,20.6,2023-12-09,2028-08-16,DOUBTFUL,YGY01,ACTIVE
15973,4280,Auto Loan,352343103,292213928,7.41,2018-05-18,2028-08-07,SPECIAL_MENTION,SMG01,ACTIVE
15974,2679,Auto Loan,204391310,135518202,6.85,2019-02-07,2027-09-23,CURRENT,MDN01,ACTIVE
15975,1160,Working Capital,1333669318,974421402,11.94,2016-09-07,2027-07-25,CURRENT,JKT02,ACTIVE
15976,1283,Working Capital,428724140,163566930,6.94,2018-12-12,2027-02-18,CURRENT,SMG01,ACTIVE
15977,5439,Mortgage,770666535,477804179,7.78,2022-05-22,2033-08-23,CURRENT,BDG01,ACTIVE
15978,4640,Mortgage,920012415,443709908,10.49,2021-03-20,2031-11-21,CURRENT,BDG01,ACTIVE
15979,6640,Working Capital,2097122079,700882425,8.43,2020-03-25,2028-04-18,CURRENT,JKT01,ACTIVE
15980,6817,Working Capital,956060950,609201578,12.22,2024-07-28,2030-05-28,CURRENT,JKT02,ACTIVE
15981,7281,Personal Loan,100200271,83774036,10.3,2024-12-07,2030-04-19,CURRENT,SBY01,ACTIVE
15982,4258,Personal Loan,145261906,43322325,11.39,2021-01-12,2027-10-22,CURRENT,BDG01,ACTIVE
15983,8476,Credit Card,67030418,30023127,23.77,2019-10-10,2028-05-19,CURRENT,YGY01,ACTIVE
15984,5296,Auto Loan,345853935,302821438,9.52,2021-03-28,2028-06-27,CURRENT,JKT01,ACTIVE
15985,7287,Working Capital,410569810,5801529,11.01,2024-01-11,2025-11-26,CURRENT,SBY01,CLOSED
15986,8855,Mortgage,1132352945,774653331,9.45,2021-05-22,2036-07-16,CURRENT,SMG01,ACTIVE
15987,1346,Mortgage,638786894,368494804,8.1,2019-09-07,2030-09-29,CURRENT,BDG01,ACTIVE
15988,5738,Personal Loan,178081350,135131716,9.83,2016-11-04,2027-01-22,CURRENT,MDN01,ACTIVE
15989,9718,Mortgage,1445121626,1288341668,5.02,2017-09-14,2030-08-05,CURRENT,MDN01,ACTIVE
15990,5868,Credit Card,70812695,41800932,24.36,2023-04-24,2027-07-08,CURRENT,SMG01,ACTIVE
15991,6077,Mortgage,394193666,313777743,8.7,2025-04-17,2039-03-11,CURRENT,YGY01,ACTIVE
15992,2615,Personal Loan,121825525,77633520,10.5,2022-04-23,2028-04-20,CURRENT,JKT02,ACTIVE
15993,963,Mortgage,1592919284,1301426182,5.98,2022-10-28,2027-11-25,CURRENT,SMG01,ACTIVE
15994,6733,Mortgage,711633211,598239693,6.39,2016-08-08,2035-07-03,CURRENT,MDN01,ACTIVE
15995,6285,Mortgage,2081734929,1005171118,6.72,2017-09-28,2026-09-17,CURRENT,SMG01,ACTIVE
15996,2267,Personal Loan,348701456,8604637,13.55,2025-10-03,2026-03-21,CURRENT,YGY01,CLOSED
15997,7278,Mortgage,1357304137,6579692,5.23,2018-05-19,2026-01-17,CURRENT,JKT01,CLOSED
15998,1008,Credit Card,123543326,57867912,23.31,2021-10-31,2027-04-12,SPECIAL_MENTION,JKT02,RESTRUCTURED
15999,3399,Personal Loan,136716526,128375236,13.97,2024-02-23,2030-06-01,CURRENT,SMG01,ACTIVE
16000,3200,Working Capital,622209619,452361537,9.0,2017-07-18,2028-05-05,SUBSTANDARD,MDN01,RESTRUCTURED
16001,8660,Personal Loan,66025353,46194412,13.08,2024-12-31,2030-09-27,CURRENT,SBY01,ACTIVE
16002,4547,Personal Loan,80558220,56665542,10.0,2018-12-26,2026-05-18,CURRENT,BDG01,ACTIVE
16003,9688,Personal Loan,135430684,112092317,8.11,2020-04-01,2027-12-21,CURRENT,JKT01,ACTIVE
16004,1720,Personal Loan,42103398,31283982,14.18,2022-07-02,2028-08-24,CURRENT,JKT01,ACTIVE
16005,8798,Mortgage,580404860,1963526,5.97,2022-12-27,2025-12-11,CURRENT,YGY01,CLOSED
16006,3490,Credit Card,42931144,17663503,22.27,2025-01-31,2028-03-03,CURRENT,SMG01,ACTIVE
16007,1388,Working Capital,1709580940,26795518,12.06,2024-02-14,2025-12-16,CURRENT,JKT02,CLOSED
16008,7030,Credit Card,55442608,30140371,20.51,2024-01-10,2027-12-26,CURRENT,JKT02,ACTIVE
16009,7458,Credit Card,72315077,29311876,19.22,2023-05-18,2028-02-19,CURRENT,JKT02,ACTIVE
16010,9908,Working Capital,359522442,232381816,9.64,2024-12-15,2026-06-18,CURRENT,BDG01,ACTIVE
16011,6313,Auto Loan,231720047,159111209,7.49,2021-11-13,2028-02-09,CURRENT,SMG01,ACTIVE
16012,2264,Personal Loan,191162746,139586651,11.37,2025-05-17,2031-12-05,DOUBTFUL,JKT01,ACTIVE
16013,8134,Mortgage,1032320557,892085924,6.04,2022-09-18,2037-11-06,CURRENT,JKT01,ACTIVE
16014,768,Working Capital,1280062164,789209237,10.42,2025-08-30,2029-05-11,CURRENT,JKT02,ACTIVE
16015,7582,Working Capital,1521131059,588917368,13.35,2018-11-21,2028-03-05,CURRENT,YGY01,ACTIVE
16016,3918,Working Capital,1033093418,688755579,9.83,2019-07-01,2028-04-19,CURRENT,JKT01,ACTIVE
16017,7350,Mortgage,1111482628,457481543,6.02,2018-04-13,2029-08-28,SUBSTANDARD,SBY01,ACTIVE
16018,801,Mortgage,1371429170,1002208558,7.3,2020-02-21,2027-09-12,CURRENT,SMG01,ACTIVE
16019,3064,Credit Card,41201215,17312612,18.64,2022-03-07,2027-03-29,CURRENT,JKT01,ACTIVE
16020,1955,Mortgage,1358216931,616423544,6.3,2021-08-02,2030-04-26,CURRENT,JKT01,ACTIVE
16021,5609,Auto Loan,587793926,301219959,10.15,2017-04-14,2027-02-11,SPECIAL_MENTION,JKT01,ACTIVE
16022,4833,Credit Card,103827170,66998392,18.5,2017-04-06,2026-06-05,DOUBTFUL,JKT01,ACTIVE
16023,1170,Working Capital,1018077622,748955428,9.11,2019-06-06,2027-01-15,DOUBTFUL,YGY01,RESTRUCTURED
16024,4463,Mortgage,1222647520,959071784,7.18,2023-10-05,2032-01-25,CURRENT,BDG01,ACTIVE
16025,9042,Auto Loan,322746345,128344216,7.56,2019-01-27,2026-11-26,SPECIAL_MENTION,YGY01,RESTRUCTURED
16026,7280,Personal Loan,151294895,102540211,10.52,2021-01-06,2026-05-26,CURRENT,BDG01,ACTIVE
16027,3144,Mortgage,255161681,129257648,9.67,2024-03-12,2041-07-20,CURRENT,YGY01,ACTIVE
16028,421,Working Capital,2336247975,1860880614,9.65,2017-12-07,2026-06-29,SPECIAL_MENTION,MDN01,ACTIVE
16029,4727,Auto Loan,297337526,143380902,10.64,2023-05-10,2029-09-08,CURRENT,JKT02,ACTIVE
16030,4493,Credit Card,48591194,572600,23.49,2021-02-10,2023-07-17,CURRENT,JKT02,CLOSED
16031,4430,Personal Loan,127005017,74350533,14.94,2024-08-11,2031-11-11,CURRENT,MDN01,ACTIVE
16032,8334,Mortgage,1238938744,1131577299,9.11,2022-03-31,2039-04-20,CURRENT,YGY01,ACTIVE
16033,6448,Working Capital,2045263809,1303777850,8.35,2016-09-16,2026-07-13,CURRENT,YGY01,ACTIVE
16034,2748,Credit Card,75248159,33642698,19.05,2023-01-16,2027-11-23,CURRENT,JKT01,ACTIVE
16035,7473,Working Capital,765549453,524565329,12.29,2016-12-17,2027-11-04,SPECIAL_MENTION,BDG01,ACTIVE
16036,2794,Mortgage,707425680,3013133,9.16,2016-11-14,2026-03-01,CURRENT,JKT01,CLOSED
16037,6970,Credit Card,48940325,1205657,23.73,2020-11-14,2025-03-29,CURRENT,JKT02,CLOSED
16038,1769,Personal Loan,133279285,93232434,16.88,2017-01-31,2027-05-13,CURRENT,JKT01,ACTIVE
16039,3498,Auto Loan,215791450,97793,9.88,2017-09-27,2025-06-04,CURRENT,MDN01,CLOSED
16040,5213,Credit Card,39581478,19631052,23.95,2021-03-15,2027-05-02,CURRENT,YGY01,ACTIVE
16041,2668,Working Capital,750127450,634594966,11.57,2022-09-10,2027-11-30,CURRENT,JKT02,ACTIVE
16042,4397,Mortgage,930794354,829653047,6.07,2021-06-02,2034-07-28,CURRENT,SMG01,ACTIVE
16043,5303,Working Capital,410922424,293280491,7.85,2019-07-03,2027-01-17,DOUBTFUL,BDG01,ACTIVE
16044,4561,Credit Card,44769894,30491281,22.32,2020-06-30,2026-06-06,SPECIAL_MENTION,MDN01,ACTIVE
16045,4307,Mortgage,533490356,342445351,9.05,2024-03-02,2037-09-29,CURRENT,MDN01,ACTIVE
16046,3886,Personal Loan,230748767,92139375,15.77,2022-04-21,2027-03-19,CURRENT,JKT02,ACTIVE
16047,2961,Personal Loan,93118145,44580769,12.81,2022-12-21,2026-08-05,CURRENT,YGY01,ACTIVE
16048,3346,Mortgage,1391525270,971351633,9.11,2024-11-19,2033-08-09,CURRENT,SMG01,ACTIVE
16049,164,Working Capital,1284440732,26326369,8.9,2022-03-29,2024-10-16,CURRENT,SBY01,CLOSED
16050,3450,Credit Card,24751867,19843333,19.37,2019-09-26,2027-10-15,CURRENT,BDG01,ACTIVE
16051,4888,Mortgage,1238234583,704469436,6.83,2016-08-13,2036-07-09,CURRENT,YGY01,ACTIVE
16052,4008,Auto Loan,489881072,3807854,8.68,2017-04-07,2021-04-03,CURRENT,YGY01,CLOSED
16053,1189,Credit Card,22103052,20257683,20.24,2016-08-02,2028-04-18,CURRENT,SBY01,ACTIVE
16054,2385,Personal Loan,154768126,1464328,13.17,2016-11-17,2019-05-28,CURRENT,BDG01,CLOSED
16055,103,Working Capital,2497776254,32703406,11.64,2024-03-06,2026-02-02,CURRENT,JKT02,CLOSED
16056,8896,Personal Loan,198358702,140486994,14.65,2022-12-16,2027-05-19,CURRENT,SMG01,ACTIVE
16057,6848,Personal Loan,100661548,52499790,17.1,2019-08-08,2028-04-24,CURRENT,BDG01,ACTIVE
16058,5239,Mortgage,361051848,255342805,7.44,2018-04-23,2026-06-11,CURRENT,BDG01,ACTIVE
16059,3586,Auto Loan,356738037,331876311,11.0,2022-04-01,2028-08-28,SPECIAL_MENTION,JKT02,RESTRUCTURED
16060,6771,Credit Card,138098031,115506130,21.53,2023-10-24,2027-10-21,SPECIAL_MENTION,JKT02,ACTIVE
16061,4592,Personal Loan,163259405,1366500,9.52,2023-10-30,2026-02-24,CURRENT,SBY01,CLOSED
16062,7797,Mortgage,1380729660,1125091543,8.9,2016-02-03,2028-01-16,CURRENT,BDG01,ACTIVE
16063,18,Personal Loan,63877415,46106909,15.9,2020-08-27,2027-04-18,CURRENT,SMG01,ACTIVE
16064,7145,Mortgage,2301400402,1241315295,5.71,2017-07-06,2032-11-21,CURRENT,BDG01,ACTIVE
16065,1256,Personal Loan,97092133,84865425,13.69,2017-07-03,2026-12-05,CURRENT,JKT01,ACTIVE
16066,7752,Working Capital,913086944,805643433,10.76,2022-09-03,2026-11-01,CURRENT,MDN01,ACTIVE
16067,5685,Credit Card,18440883,12198462,20.81,2017-08-22,2026-12-29,CURRENT,MDN01,ACTIVE
16068,1354,Mortgage,1628711038,1190335088,8.04,2025-04-29,2040-07-01,CURRENT,SBY01,ACTIVE
16069,3569,Personal Loan,125518254,91603072,11.34,2022-09-29,2029-04-02,CURRENT,JKT02,ACTIVE
16070,5272,Auto Loan,156810664,76559190,5.53,2022-04-06,2026-12-23,CURRENT,JKT02,ACTIVE
16071,3635,Credit Card,24123701,16471878,22.52,2024-07-03,2029-05-30,CURRENT,SBY01,ACTIVE
16072,4077,Credit Card,62684583,26805045,21.07,2017-03-23,2026-08-27,CURRENT,MDN01,ACTIVE
16073,2391,Mortgage,833914807,528050512,10.44,2018-01-17,2027-12-27,CURRENT,SMG01,ACTIVE
16074,9920,Personal Loan,91217903,55990373,13.73,2022-09-10,2027-10-29,CURRENT,YGY01,ACTIVE
16075,606,Mortgage,1592704252,768797857,5.77,2023-11-22,2031-06-30,SPECIAL_MENTION,JKT02,ACTIVE
16076,2242,Personal Loan,51436791,45785484,11.16,2024-06-23,2030-09-27,CURRENT,JKT02,ACTIVE
16077,211,Auto Loan,296009090,225014149,7.12,2019-03-02,2027-01-07,CURRENT,SBY01,ACTIVE
16078,4805,Mortgage,927713791,598039907,7.97,2018-11-27,2028-08-02,CURRENT,BDG01,ACTIVE
16079,7856,Credit Card,73077445,40260169,19.01,2017-07-26,2027-11-20,SUBSTANDARD,JKT02,RESTRUCTURED
16080,6424,Credit Card,53123217,43281932,22.58,2025-12-25,2028-01-22,CURRENT,SMG01,ACTIVE
16081,2510,Credit Card,35329513,25761643,21.09,2019-10-06,2026-06-08,CURRENT,SMG01,ACTIVE
16082,553,Credit Card,32880344,15334698,19.04,2016-07-24,2026-06-08,SPECIAL_MENTION,YGY01,ACTIVE
16083,4217,Credit Card,115437346,58667,22.23,2019-02-12,2021-02-13,CURRENT,JKT02,CLOSED
16084,6297,Working Capital,852238049,406042138,9.71,2024-03-02,2027-03-21,CURRENT,JKT01,ACTIVE
16085,8233,Credit Card,37778851,23592474,23.42,2024-10-20,2029-08-09,CURRENT,BDG01,ACTIVE
16086,9676,Credit Card,41577033,33763137,23.52,2017-10-24,2028-05-03,CURRENT,JKT02,ACTIVE
16087,1916,Working Capital,1425260011,848725713,12.9,2021-05-26,2027-05-23,SPECIAL_MENTION,MDN01,RESTRUCTURED
16088,1822,Credit Card,76178931,34366135,19.0,2024-06-01,2026-06-14,CURRENT,JKT01,ACTIVE
16089,5465,Personal Loan,172043250,126716699,9.32,2021-04-11,2028-05-10,CURRENT,MDN01,ACTIVE
16090,2685,Mortgage,1073685005,16475620,5.64,2021-08-08,2026-03-10,CURRENT,SMG01,CLOSED
16091,7014,Credit Card,34656552,20374188,22.42,2019-06-02,2026-08-20,CURRENT,BDG01,ACTIVE
16092,6675,Personal Loan,136226466,56339762,9.97,2021-07-15,2028-10-25,CURRENT,BDG01,ACTIVE
16093,2323,Personal Loan,171687693,100664663,10.53,2020-02-19,2026-08-07,CURRENT,BDG01,ACTIVE
16094,382,Mortgage,2295430097,2168982958,5.84,2024-05-09,2035-09-20,CURRENT,YGY01,ACTIVE
16095,380,Credit Card,39350426,20477643,18.0,2019-07-15,2028-08-16,CURRENT,SBY01,ACTIVE
16096,2555,Working Capital,357033802,183356951,11.34,2022-11-22,2026-10-11,CURRENT,SMG01,ACTIVE
16097,9231,Credit Card,176619644,124842603,22.1,2018-09-24,2027-12-03,CURRENT,MDN01,ACTIVE
16098,2909,Personal Loan,173869213,159267656,14.33,2017-02-07,2028-08-29,CURRENT,SMG01,ACTIVE
16099,2840,Mortgage,700164404,508319909,8.3,2019-05-12,2037-04-25,CURRENT,YGY01,ACTIVE
